Sample_ID	n	total_length	min_length	max_length	means	F_roh
202031420064_R04C01	57	376.490454	1.490489	31.630855	6.60509568421053	0.151238278836629
202031420064_R04C02	23	133.020488	1.095787	20.042102	5.78349947826087	0.0534350590868592
202031420064_R05C01	60	282.425626	1.203238	14.598375	4.70709376666667	0.113451921879532
202031420064_R05C02	76	417.894844	1.045201	24.0336	5.49861636842105	0.167870649228364
202031420064_R06C01	35	139.496695	1.365154	13.570672	3.98561985714286	0.0560365869334848
202031420064_R07C01	47	212.730476	1.260284	17.372694	4.52618034042553	0.0854549981401036
202031420064_R07C02	66	331.806452	1.106067	26.812173	5.02737048484848	0.133288470329632
202031420064_R08C01	50	196.556524	1.018092	26.449136	3.93113048	0.0789578329756816
202031420064_R08C02	27	71.113563	1.24414	6.796119	2.63383566666667	0.0285667080155508
202031420064_R09C01	13	34.569914	1.059952	5.754673	2.65922415384615	0.0138869239242126
202031420064_R09C02	70	374.036326	1.105925	35.232644	5.34337608571429	0.15025244216847
202031420064_R10C01	19	81.901438	1.448814	19.983197	4.310602	0.03290025652912
202031420064_R10C02	27	100.288284	1.072343	10.320711	3.71438088888889	0.0402863533417477
202031420064_R11C01	53	287.652007	1.384642	20.120821	5.42739635849057	0.115551387771924
202031420064_R12C01	29	74.624698	1.404448	9.092752	2.57326544827586	0.0299771501888417
202031420064_R12C02	47	213.901681	1.055621	18.755932	4.55109959574468	0.0859254776077314
202031420075_R06C02	27	117.443638	1.229742	20.912973	4.34976437037037	0.0471777530684273
202031420075_R08C01	44	185.505274	1.038037	17.911071	4.21602895454545	0.0745184852811095
202031420083_R01C01	24	111.927237	1.118833	38.294136	4.663634875	0.0449617845524961
202031420083_R01C02	42	228.815361	1.250579	18.460461	5.44798478571429	0.0919163846024682
202031420083_R02C01	51	315.406698	1.000086	24.162014	6.18444505882353	0.126700599264236
202031420083_R02C02	59	280.41344	1.451812	17.338609	4.75277016949153	0.112643615734964
202031420083_R03C02	73	642.318156	1.395115	36.642861	8.79887884931507	0.258022723675637
202031420083_R04C01	67	292.066515	1.333852	18.374875	4.35920171641791	0.117324719830512
202031420083_R04C02	54	313.253407	1.072674	43.660959	5.80098901851852	0.125835610467802
202031420083_R05C01	44	249.305114	1.216835	18.538913	5.66602531818182	0.100147230682586
202031420083_R05C02	58	317.825439	1.256794	34.48941	5.47974894827586	0.127672220780546
202031420083_R06C01	30	164.281797	1.11096	14.496888	5.4760599	0.0659928982488051
202031420083_R06C02	12	29.970116	1.57516	3.77052	2.49750966666667	0.0120391598570893
202031420083_R07C01	59	306.279789	1.071628	22.56543	5.19118286440678	0.123034269896272
202031420083_R07C02	58	256.772996	1.115729	15.525064	4.42712062068965	0.103147119811873
202031420083_R08C01	62	321.840228	1.04286	27.515479	5.19097141935484	0.129284983526058
202031420083_R09C01	43	123.698312	1.247871	8.278398	2.87670493023256	0.0496902898947773
202031420083_R09C02	56	255.468386	1.281245	17.055283	4.56193546428572	0.102623050824581
202031420083_R10C01	52	234.494336	1.310549	16.09091	4.50950646153846	0.0941976599852333
202031420083_R10C02	32	119.275738	1.338064	11.290209	3.7273668125	0.0479137176797813
202031420083_R11C01	75	345.396474	1.105555	13.638906	4.60528632	0.138747656651078
202031420083_R11C02	48	224.837199	1.154956	16.63846	4.6841083125	0.0903183351236008
202031420083_R12C01	46	209.263041	1.21237	15.389184	4.54919654347826	0.0840621104963232
202031420083_R12C02	29	83.81208	1.148053	5.925689	2.89007172413793	0.0336677718923461
202031420084_R01C01	15	52.565522	1.181601	12.247103	3.50436813333333	0.0211158582879473
202031420084_R01C02	15	46.248259	1.063209	11.727383	3.08321726666667	0.0185781791172602
202031420084_R02C01	65	287.431623	1.135443	15.957031	4.42202496923077	0.115462858311246
202031420084_R02C02	83	356.220841	1.061385	22.399661	4.29181736144578	0.143095864201052
202031420084_R03C01	57	324.564609	1.080295	25.933184	5.69411594736842	0.130379382305516
202031420084_R03C02	48	207.770334	1.034148	18.426532	4.328548625	0.0834624819132107
202031420084_R04C01	74	482.138272	1.172241	25.762737	6.51538205405405	0.193677586360653
202031420084_R04C02	33	143.113355	1.106067	26.403349	4.33676833333333	0.057489419077636
202031420084_R05C01	72	374.084836	1.309151	20.213729	5.19562272222222	0.150271928901344
202031420084_R05C02	27	117.443638	1.229742	20.912973	4.34976437037037	0.0471777530684273
202031420084_R06C01	14	44.014902	1.360504	9.235437	3.14392157142857	0.0176810273698012
202031420084_R06C02	26	64.582846	1.135443	5.459832	2.48395561538462	0.0259432832031674
202031420084_R07C01	60	537.120793	1.135443	55.063044	8.95201321666667	0.215764366393962
202031420084_R07C02	67	396.385129	1.23762	49.179121	5.91619595522388	0.159230078822649
202031420084_R08C01	66	366.044944	1.066412	21.116186	5.54613551515152	0.14704226021999
202031420084_R08C02	18	54.133399	1.386901	8.255142	3.00741105555556	0.0217456830720507
202031420084_R09C01	70	382.118844	1.128946	21.105561	5.45884062857143	0.153499233947648
202031420084_R09C02	67	352.934199	1.010099	24.291638	5.2676746119403	0.14177560209626
202031420084_R10C01	54	242.136309	1.120348	16.547766	4.48400572222222	0.0972674824233767
202031420084_R10C02	40	189.233372	1.003033	16.652983	4.7308343	0.0760160826806289
202031420084_R11C01	78	399.84411	1.042114	21.14936	5.12620653846154	0.160619570448295
202031420084_R11C02	79	564.159774	1.143488	44.073642	7.14126296202532	0.226626073256618
202031420084_R12C01	59	246.926273	1.045016	17.175047	4.18519106779661	0.0991916372149598
202031420084_R12C02	10	32.580232	1.180956	5.359089	3.2580232	0.0130876577597849
202036010011_R02C02	16	53.982893	1.402112	9.336551	3.3739308125	0.021685223986959
202036010011_R04C01	42	180.654016	1.166486	19.801905	4.3012860952381	0.0725697083537868
202036010011_R04C02	49	203.083474	1.010099	13.322326	4.14456069387755	0.0815797445635189
202036010011_R06C01	60	353.103828	1.156716	28.668105	5.8850638	0.141843742995261
202036010011_R06C02	28	113.964236	1.081467	15.292666	4.07015128571429	0.0457800582151583
202036010011_R08C01	25	92.705932	1.335584	9.66738	3.70823728	0.0372404809860745
202036010011_R08C02	89	478.650074	1.111972	26.263389	5.37809071910112	0.192276358105975
202036010011_R10C01	5	10.240826	1.471359	2.517524	2.0481652	0.00411379593200894
202036010011_R10C02	27	148.587924	1.241565	47.545938	5.50325644444444	0.0596885834498949
202036010011_R12C01	30	159.43668	1.435882	18.046678	5.314556	0.06404658819484
202036010011_R12C02	54	198.826876	1.364484	8.805617	3.68197918518519	0.0798698458174024
